date,product_code,market,opening_stock_units,received_units,closing_stock_units,stockout_flag,stockout_hours
2020-02-01,A2821150802,United Kingdom,26,15,41,0,0
2020-02-01,A2821150802,Spain,27,15,42,0,0
2020-02-01,A2821150802,Italy,22,20,42,0,0
2020-02-01,A2821150802,Portugal,29,11,40,0,0
2020-02-01,A2821150802,USA,19,19,38,0,0
2020-02-01,A2821150802,India,22,11,33,0,0
2020-02-01,A2821150801,China,29,18,47,0,0
2020-02-01,A2821150801,Indonesia,24,14,39,0,0
2020-02-01,A2821150801,South Korea,27,23,49,0,0
2020-02-01,A2821150801,Sweden,24,18,42,0,0
2020-02-01,A2821150801,Pakistan,18,18,36,0,0
2020-02-01,A2821150801,Bangladesh,21,20,41,0,0
2020-02-01,A2821150801,Philiphines,21,20,40,0,0
2020-02-01,A2821150801,Australia,20,17,37,0,0
2020-02-01,A2821150801,Newzealand,23,23,46,0,0
2020-02-01,A2821150801,Austria,27,23,50,0,0
2020-02-01,A2821150801,Poland,24,23,46,0,0
2020-02-01,A2821150801,Norway,28,19,47,0,0
2020-02-01,A2821150801,Netherlands,21,16,38,0,0
2020-02-01,A2821150801,Japan,22,21,43,0,0
2020-02-01,A2821150801,France,28,22,50,0,0
2020-02-01,A2821150801,Canada,27,20,47,0,0
2020-02-01,A2821150801,Germany,18,18,36,0,0
2020-02-01,A2821150801,United Kingdom,24,22,46,0,0
2020-02-01,A2821150801,Spain,19,20,39,0,0
2020-02-01,A2821150801,Italy,27,18,45,0,0
2020-02-01,A2821150801,Portugal,24,22,45,0,0
2020-02-01,A2821150801,USA,26,14,39,0,0
2020-02-01,A2821150801,India,23,22,45,0,0
2020-02-01,A2721150706,China,18,13,32,0,0
2020-02-01,A2721150706,Indonesia,20,14,34,0,0
2020-02-01,A2721150706,South Korea,21,23,43,0,0
2020-02-01,A2721150706,Sweden,19,15,33,0,0
2020-02-01,A2721150706,Pakistan,22,19,41,0,0
2020-02-01,A2721150706,Bangladesh,22,12,33,0,0
2020-02-01,A2721150706,Philiphines,27,20,47,0,0
2020-02-01,A2721150706,Australia,21,23,44,0,0
2020-02-01,A2721150706,Newzealand,29,20,49,0,0
2020-02-01,A2721150706,Austria,21,22,43,0,0
2020-02-01,A2721150706,Poland,23,23,45,0,0
2020-02-01,A2721150706,Norway,20,19,39,0,0
2020-02-01,A2721150706,Netherlands,26,18,45,0,0
2020-02-01,A2721150706,Japan,21,19,40,0,0
2020-02-01,A2721150706,France,22,15,37,0,0
2020-02-01,A2721150706,Canada,27,20,47,0,0
2020-02-01,A2721150706,Germany,25,12,37,0,0
2020-02-01,A2721150706,United Kingdom,23,11,34,0,0
2020-02-01,A2721150706,Spain,29,12,41,0,0
2020-02-01,A2721150706,Italy,23,21,44,0,0
2020-02-01,A2721150706,Portugal,26,15,41,0,0
2020-02-01,A2721150706,USA,27,18,45,0,0
2020-02-01,A2721150706,India,29,23,52,0,0
2020-02-01,A2721150705,China,22,12,35,0,0
2020-02-01,A2721150705,Indonesia,22,21,43,0,0
2020-02-01,A2721150705,South Korea,19,16,35,0,0
2020-02-01,A2721150705,Sweden,20,17,37,0,0
2020-02-01,A2721150705,Pakistan,22,21,43,0,0
2020-02-01,A2721150705,Bangladesh,22,14,36,0,0
2020-02-01,A2721150705,Philiphines,19,18,37,0,0
2020-02-01,A2721150705,Australia,19,18,37,0,0
2020-02-01,A2721150705,Newzealand,21,14,35,0,0
2020-02-01,A2721150705,Austria,22,18,40,0,0
2020-02-01,A2721150705,Poland,18,21,39,0,0
2020-02-01,A2721150705,Norway,25,14,39,0,0
2020-02-01,A2721150705,Netherlands,21,11,32,0,0
2020-02-01,A2721150705,Japan,23,23,46,0,0
2020-02-01,A2721150705,France,27,19,46,0,0
2020-02-01,A2721150705,Canada,21,18,39,0,0
2020-02-01,A2721150705,Germany,26,20,46,0,0
2020-02-01,A2721150705,United Kingdom,28,14,42,0,0
2020-02-01,A2721150705,Spain,30,19,48,0,0
2020-02-01,A2721150705,Italy,25,13,38,0,0
2020-02-01,A2721150705,Portugal,23,16,39,0,0
2020-02-01,A2721150705,USA,22,11,33,0,0
2020-02-01,A2721150705,India,22,16,38,0,0
2020-02-01,A2721150704,China,21,22,43,0,0
2020-02-01,A2721150704,Indonesia,25,14,38,0,0
2020-02-01,A2721150704,South Korea,21,15,35,0,0
2020-02-01,A2721150704,Sweden,20,11,31,0,0
2020-02-01,A2721150704,Pakistan,19,22,41,0,0
2020-02-01,A2721150704,Bangladesh,27,13,39,0,0
2020-02-01,A2721150704,Philiphines,25,21,46,0,0
2020-02-01,A2721150704,Australia,26,17,43,0,0
2020-02-01,A2721150704,Newzealand,28,19,47,0,0
2020-02-01,A2721150704,Austria,27,22,48,0,0
2020-02-01,A2721150704,Poland,24,12,35,0,0
2020-02-01,A2721150704,Norway,20,17,37,0,0
2020-02-01,A2721150704,Netherlands,19,20,39,0,0
2020-02-01,A2721150704,Japan,24,21,45,0,0
2020-02-01,A2721150704,France,20,23,43,0,0
2020-02-01,A2721150704,Canada,25,22,47,0,0
2020-02-01,A2721150704,Germany,23,13,36,0,0
2020-02-01,A2721150704,United Kingdom,21,12,33,0,0
2020-02-01,A2721150704,Spain,25,17,43,0,0
2020-02-01,A2721150704,Italy,26,12,39,0,0
2020-02-01,A2721150704,Portugal,23,13,36,0,0
2020-02-01,A2721150704,USA,22,13,35,0,0
2020-02-01,A2721150704,India,22,16,38,0,0
2020-02-01,A2721150702,China,19,22,42,0,0
2020-02-01,A2721150702,Indonesia,28,19,47,0,0
2020-02-01,A2721150702,South Korea,20,20,41,0,0
2020-02-01,A2721150702,Sweden,21,22,43,0,0
2020-02-01,A2721150702,Pakistan,20,23,43,0,0
2020-02-01,A2721150702,Bangladesh,27,16,43,0,0
2020-02-01,A2721150702,Philiphines,24,22,45,0,0
2020-02-01,A2721150702,Australia,18,15,33,0,0
2020-02-01,A2721150702,Newzealand,21,19,40,0,0
2020-02-01,A2721150702,Austria,21,23,44,0,0
2020-02-01,A2721150702,Poland,20,13,33,0,0
2020-02-01,A2721150702,Norway,23,16,39,0,0
2020-02-01,A2721150702,Netherlands,29,14,42,0,0
2020-02-01,A2721150702,Japan,18,19,37,0,0
2020-02-01,A2721150702,France,20,12,32,0,0
2020-02-01,A2721150702,Canada,22,19,41,0,0
2020-02-01,A2721150702,Germany,23,15,38,0,0
2020-02-01,A2721150702,United Kingdom,20,13,34,0,0
2020-02-01,A2721150702,Spain,24,23,47,0,0
2020-02-01,A2721150702,Italy,23,18,41,0,0
2020-02-01,A2721150702,Portugal,29,20,49,0,0
2020-02-01,A2721150702,USA,18,16,35,0,0
2020-02-01,A2721150702,India,29,12,41,0,0
2020-02-01,A2720150701,China,27,12,39,0,0
2020-02-01,A2720150701,Indonesia,20,12,32,0,0
2020-02-01,A2720150701,South Korea,24,11,35,0,0
2020-02-01,A2720150701,Sweden,29,18,47,0,0
2020-02-01,A2720150701,Pakistan,21,22,42,0,0
2020-02-01,A2720150701,Bangladesh,24,13,37,0,0
2020-02-01,A2720150701,Philiphines,28,18,47,0,0
2020-02-01,A2720150701,Australia,19,13,32,0,0
2020-02-01,A2720150701,Newzealand,26,17,43,0,0
2020-02-01,A2720150701,Austria,20,22,42,0,0
2020-02-01,A2720150701,Poland,19,17,35,0,0
2020-02-01,A2720150701,Norway,28,19,47,0,0
2020-02-01,A2720150701,Netherlands,26,19,45,0,0
2020-02-01,A2720150701,Japan,28,15,44,0,0
2020-02-01,A2720150701,France,30,19,49,0,0
2020-02-01,A2720150701,Canada,20,20,40,0,0
2020-02-01,A2720150701,Germany,21,18,39,0,0
2020-02-01,A2720150701,United Kingdom,18,22,41,0,0
2020-02-01,A2720150701,Spain,25,15,40,0,0
2020-02-01,A2720150701,Italy,22,20,42,0,0
2020-02-01,A2720150701,Portugal,19,18,37,0,0
2020-02-01,A2720150701,USA,21,23,44,0,0
2020-02-01,A2720150701,India,26,21,47,0,0
2020-02-01,A2620150606,China,21,13,34,0,0
2020-02-01,A2620150606,Indonesia,23,20,43,0,0
2020-02-01,A2620150606,South Korea,19,13,32,0,0
2020-02-01,A2620150606,Sweden,20,21,42,0,0
2020-02-01,A2620150606,Pakistan,24,14,38,0,0
2020-02-01,A2620150606,Bangladesh,24,21,45,0,0
2020-02-01,A2620150606,Philiphines,21,20,41,0,0
2020-02-01,A2620150606,Australia,28,21,49,0,0
2020-02-01,A2620150606,Newzealand,30,21,51,0,0
2020-02-01,A2620150606,Austria,27,18,45,0,0
2020-02-01,A2620150606,Poland,18,23,41,0,0
2020-02-01,A2620150606,Norway,24,13,36,0,0
2020-02-01,A2620150606,Netherlands,20,21,41,0,0
2020-02-01,A2620150606,Japan,26,12,39,0,0
2020-02-01,A2620150606,France,19,15,34,0,0
2020-02-01,A2620150606,Canada,20,20,40,0,0
2020-02-01,A2620150606,Germany,19,14,33,0,0
2020-02-01,A2620150606,United Kingdom,24,21,45,0,0
2020-02-01,A2620150606,Spain,19,19,38,0,0
2020-02-01,A2620150606,Italy,26,12,38,0,0
2020-02-01,A2620150606,Portugal,19,21,41,0,0
2020-02-01,A2620150606,USA,23,19,41,0,0
2020-02-01,A2620150606,India,28,21,50,0,0
2020-02-01,A2620150605,China,22,17,39,0,0
2020-02-01,A2620150605,Indonesia,24,17,41,0,0
2020-02-01,A2620150605,South Korea,25,16,40,0,0
2020-02-01,A2620150605,Sweden,25,17,43,0,0
2020-02-01,A2620150605,Pakistan,21,23,44,0,0
2020-02-01,A2620150605,Bangladesh,20,19,39,0,0
2020-02-01,A2620150605,Philiphines,28,18,46,0,0
2020-02-01,A2620150605,Australia,29,17,46,0,0
2020-02-01,A2620150605,Newzealand,29,11,40,0,0
2020-02-01,A2620150605,Austria,19,17,36,0,0
2020-02-01,A2620150605,Poland,21,17,38,0,0
2020-02-01,A2620150605,Norway,26,18,44,0,0
2020-02-01,A2620150605,Netherlands,20,19,39,0,0
2020-02-01,A2620150605,Japan,28,19,47,0,0
2020-02-01,A2620150605,France,28,13,41,0,0
2020-02-01,A2620150605,Canada,20,17,37,0,0
2020-02-01,A2620150605,Germany,27,18,45,0,0
2020-02-01,A2620150605,United Kingdom,22,12,34,0,0
2020-02-01,A2620150605,Spain,27,19,46,0,0
2020-02-01,A2620150605,Italy,25,11,36,0,0
2020-02-01,A2620150605,Portugal,20,16,37,0,0
2020-02-01,A2620150605,USA,26,23,49,0,0
2020-02-01,A2620150605,India,22,19,41,0,0
2020-02-01,A2620150604,China,24,12,36,0,0
2020-02-01,A2620150604,Indonesia,21,18,39,0,0
2020-02-01,A2620150604,South Korea,18,14,32,0,0
2020-02-01,A2620150604,Sweden,23,15,38,0,0
2020-02-01,A2620150604,Pakistan,18,22,40,0,0
2020-02-01,A2620150604,Bangladesh,20,19,39,0,0
2020-02-01,A2620150604,Philiphines,29,20,49,0,0
2020-02-01,A2620150604,Australia,29,13,41,0,0
2020-02-01,A2620150604,Newzealand,24,23,47,0,0
2020-02-01,A2620150604,Austria,25,14,38,0,0
2020-02-01,A2620150604,Poland,25,23,47,0,0
2020-02-01,A2620150604,Norway,28,15,43,0,0
2020-02-01,A2620150604,Netherlands,25,23,47,0,0
2020-02-01,A2620150604,Japan,25,19,44,0,0
2020-02-01,A2620150604,France,25,18,42,0,0
2020-02-01,A2620150604,Canada,24,16,40,0,0
2020-02-01,A2620150604,Germany,25,13,38,0,0
2020-02-01,A2620150604,United Kingdom,29,15,44,0,0
2020-02-01,A2620150604,Spain,22,18,40,0,0
2020-02-01,A2620150604,Italy,29,13,43,0,0
2020-02-01,A2620150604,Portugal,25,20,45,0,0
2020-02-01,A2620150604,USA,22,12,34,0,0
2020-02-01,A2620150604,India,19,22,42,0,0
2020-02-01,A2620150602,China,30,13,43,0,0
2020-02-01,A2620150602,Indonesia,23,12,36,0,0
2020-02-01,A2620150602,South Korea,27,20,48,0,0
2020-02-01,A2620150602,Sweden,26,18,44,0,0
2020-02-01,A2620150602,Pakistan,19,21,41,0,0
2020-02-01,A2620150602,Bangladesh,20,17,37,0,0
2020-02-01,A2620150602,Philiphines,27,14,41,0,0
2020-02-01,A2620150602,Australia,25,17,41,0,0
2020-02-01,A2620150602,Newzealand,22,16,38,0,0
2020-02-01,A2620150602,Austria,21,20,40,0,0
2020-02-01,A2620150602,Poland,29,16,45,0,0
2020-02-01,A2620150602,Norway,20,17,38,0,0
2020-02-01,A2620150602,Netherlands,29,20,49,0,0
2020-02-01,A2620150602,Japan,26,20,47,0,0
2020-02-01,A2620150602,France,22,12,33,0,0
2020-02-01,A2620150602,Canada,25,22,47,0,0
2020-02-01,A2620150602,Germany,26,15,41,0,0
2020-02-01,A2620150602,United Kingdom,22,20,42,0,0
2020-02-01,A2620150602,Spain,26,13,40,0,0
2020-02-01,A2620150602,Italy,23,17,41,0,0
2020-02-01,A2620150602,Portugal,21,22,43,0,0
2020-02-01,A2620150602,USA,29,19,48,0,0
2020-02-01,A2620150602,India,20,16,37,0,0
2020-02-01,A2620150601,China,27,19,46,0,0
2020-02-01,A2620150601,Indonesia,23,12,36,0,0
2020-02-01,A2620150601,South Korea,22,23,45,0,0
2020-02-01,A2620150601,Sweden,19,17,36,0,0
2020-02-01,A2620150601,Pakistan,25,21,46,0,0
2020-02-01,A2620150601,Bangladesh,25,15,41,0,0
2020-02-01,A2620150601,Philiphines,28,17,45,0,0
2020-02-01,A2620150601,Australia,30,18,48,0,0
2020-02-01,A2620150601,Newzealand,18,14,32,0,0
2020-02-01,A2620150601,Austria,26,18,44,0,0
2020-02-01,A2620150601,Poland,20,17,37,0,0
2020-02-01,A2620150601,Norway,27,15,42,0,0
2020-02-01,A2620150601,Netherlands,27,20,46,0,0
2020-02-01,A2620150601,Japan,19,21,40,0,0
2020-02-01,A2620150601,France,18,22,41,0,0
2020-02-01,A2620150601,Canada,30,16,46,0,0
2020-02-01,A2620150601,Germany,18,12,31,0,0
2020-02-01,A2620150601,United Kingdom,21,13,34,0,0
2020-02-01,A2620150601,Spain,27,21,48,0,0
2020-02-01,A2620150601,Italy,24,23,47,0,0
2020-02-01,A2620150601,Portugal,21,15,36,0,0
2020-02-01,A2620150601,USA,30,16,45,0,0
2020-02-01,A2620150601,India,26,20,47,0,0
2020-02-01,A2520150506,China,23,11,34,0,0
2020-02-01,A2520150506,Indonesia,28,15,44,0,0
2020-02-01,A2520150506,South Korea,28,13,41,0,0
2020-02-01,A2520150506,Sweden,24,22,46,0,0
2020-02-01,A2520150506,Pakistan,27,12,39,0,0
2020-02-01,A2520150506,Bangladesh,21,20,41,0,0
2020-02-01,A2520150506,Philiphines,19,15,35,0,0
2020-02-01,A2520150506,Australia,21,18,39,0,0
2020-02-01,A2520150506,Newzealand,28,14,42,0,0
2020-02-01,A2520150506,Austria,20,19,39,0,0
2020-02-01,A2520150506,Poland,18,18,37,0,0
2020-02-01,A2520150506,Norway,25,18,42,0,0
2020-02-01,A2520150506,Netherlands,20,22,42,0,0
2020-02-01,A2520150506,Japan,23,22,45,0,0
2020-02-01,A2520150506,France,29,21,50,0,0
2020-02-01,A2520150506,Canada,27,15,42,0,0
2020-02-01,A2520150506,Germany,19,13,32,0,0
2020-02-01,A2520150506,United Kingdom,29,13,41,0,0
2020-02-01,A2520150506,Spain,18,20,38,0,0
2020-02-01,A2520150506,Italy,22,20,42,0,0
2020-02-01,A2520150506,Portugal,25,17,42,0,0
2020-02-01,A2520150506,USA,26,22,47,0,0
2020-02-01,A2520150506,India,29,19,48,0,0
2020-02-01,A2520150505,China,23,21,44,0,0
2020-02-01,A2520150505,Indonesia,23,20,43,0,0
2020-02-01,A2520150505,South Korea,26,13,39,0,0
2020-02-01,A2520150505,Sweden,18,18,37,0,0
2020-02-01,A2520150505,Pakistan,26,23,49,0,0
2020-02-01,A2520150505,Bangladesh,23,14,36,0,0
2020-02-01,A2520150505,Philiphines,20,22,43,0,0
2020-02-01,A2520150505,Australia,21,21,42,0,0
2020-02-01,A2520150505,Newzealand,19,17,36,0,0
2020-02-01,A2520150505,Austria,22,21,43,0,0
2020-02-01,A2520150505,Poland,26,12,37,0,0
2020-02-01,A2520150505,Norway,28,13,41,0,0
2020-02-01,A2520150505,Netherlands,21,15,36,0,0
2020-02-01,A2520150505,Japan,24,11,35,0,0
2020-02-01,A2520150505,France,25,16,41,0,0
2020-02-01,A2520150505,Canada,24,18,43,0,0
2020-02-01,A2520150505,Germany,29,18,47,0,0
2020-02-01,A2520150505,United Kingdom,25,20,46,0,0
2020-02-01,A2520150505,Spain,29,18,47,0,0
2020-02-01,A2520150505,Italy,27,15,42,0,0
2020-02-01,A2520150505,Portugal,20,12,32,0,0
2020-02-01,A2520150505,USA,20,14,34,0,0
2020-02-01,A2520150505,India,28,15,43,0,0
2020-02-01,A2520150504,China,29,21,50,0,0
2020-02-01,A2520150504,Indonesia,27,15,42,0,0
2020-02-01,A2520150504,South Korea,21,13,35,0,0
2020-02-01,A2520150504,Sweden,24,21,44,0,0
2020-02-01,A2520150504,Pakistan,21,14,35,0,0
2020-02-01,A2520150504,Bangladesh,21,19,40,0,0
2020-02-01,A2520150504,Philiphines,28,16,44,0,0
2020-02-01,A2520150504,Australia,30,23,52,0,0
2020-02-01,A2520150504,Newzealand,22,20,42,0,0
2020-02-01,A2520150504,Austria,20,21,41,0,0
2020-02-01,A2520150504,Poland,19,12,31,0,0
2020-02-01,A2520150504,Norway,22,18,39,0,0
2020-02-01,A2520150504,Netherlands,26,19,45,0,0
2020-02-01,A2520150504,Japan,22,13,35,0,0
2020-02-01,A2520150504,France,29,22,52,0,0
2020-02-01,A2520150504,Canada,19,21,41,0,0
2020-02-01,A2520150504,Germany,23,13,36,0,0
2020-02-01,A2520150504,United Kingdom,26,15,41,0,0
2020-02-01,A2520150504,Spain,23,16,39,0,0
2020-02-01,A2520150504,Italy,27,19,45,0,0
2020-02-01,A2520150504,Portugal,23,16,39,0,0
2020-02-01,A2520150504,USA,27,15,42,0,0
2020-02-01,A2520150504,India,21,12,34,0,0
2020-02-01,A2520150502,China,28,13,41,0,0
2020-02-01,A2520150502,Indonesia,20,20,41,0,0
2020-02-01,A2520150502,South Korea,21,20,41,0,0
2020-02-01,A2520150502,Sweden,21,17,38,0,0
2020-02-01,A2520150502,Pakistan,19,17,36,0,0
2020-02-01,A2520150502,Bangladesh,22,18,40,0,0
2020-02-01,A2520150502,Philiphines,28,20,47,0,0
2020-02-01,A2520150502,Australia,26,19,45,0,0
2020-02-01,A2520150502,Newzealand,29,19,49,0,0
2020-02-01,A2520150502,Austria,23,12,36,0,0
2020-02-01,A2520150502,Poland,24,12,36,0,0
2020-02-01,A2520150502,Norway,20,12,32,0,0
2020-02-01,A2520150502,Netherlands,21,13,34,0,0
2020-02-01,A2520150502,Japan,29,21,50,0,0
2020-02-01,A2520150502,France,30,23,53,0,0
2020-02-01,A2520150502,Canada,26,14,40,0,0
2020-02-01,A2520150502,Germany,22,15,37,0,0
2020-02-01,A2520150502,United Kingdom,28,22,51,0,0
2020-02-01,A2520150502,Spain,26,19,45,0,0
2020-02-01,A2520150502,Italy,21,15,36,0,0
2020-02-01,A2520150502,Portugal,24,16,40,0,0
2020-02-01,A2520150502,USA,24,14,38,0,0
2020-02-01,A2520150502,India,29,21,51,0,0
2020-02-01,A2520150501,China,18,22,40,0,0
2020-02-01,A2520150501,Indonesia,18,22,41,0,0
2020-02-01,A2520150501,South Korea,19,22,41,0,0
2020-02-01,A2520150501,Sweden,28,15,43,0,0
2020-02-01,A2520150501,Pakistan,20,12,32,0,0
2020-02-01,A2520150501,Bangladesh,21,22,43,0,0
2020-02-01,A2520150501,Philiphines,22,17,39,0,0
2020-02-01,A2520150501,Australia,21,22,43,0,0
2020-02-01,A2520150501,Newzealand,29,18,46,0,0
2020-02-01,A2520150501,Austria,30,13,43,0,0
2020-02-01,A2520150501,Poland,22,23,45,0,0
2020-02-01,A2520150501,Norway,25,17,42,0,0
2020-02-01,A2520150501,Netherlands,22,20,41,0,0
2020-02-01,A2520150501,Japan,29,14,44,0,0
2020-02-01,A2520150501,France,22,18,41,0,0
2020-02-01,A2520150501,Canada,29,13,42,0,0
2020-02-01,A2520150501,Germany,20,20,40,0,0
2020-02-01,A2520150501,United Kingdom,22,21,43,0,0
2020-02-01,A2520150501,Spain,18,17,36,0,0
2020-02-01,A2520150501,Italy,24,15,39,0,0
2020-02-01,A2520150501,Portugal,18,15,33,0,0
2020-02-01,A2520150501,USA,20,20,40,0,0
2020-02-01,A2520150501,India,23,22,44,0,0
2020-02-01,A2420150406,China,179,116,177,0,0
2020-02-01,A2420150406,Indonesia,908,743,800,0,0
2020-02-01,A2420150406,South Korea,1069,1280,1257,0,0
2020-02-01,A2420150406,Sweden,37,23,33,0,0
2020-02-01,A2420150406,Pakistan,542,455,597,0,0
2020-02-01,A2420150406,Bangladesh,295,183,283,0,0
2020-02-01,A2420150406,Philiphines,1528,1207,1692,0,0
2020-02-01,A2420150406,Australia,455,325,479,0,0
2020-02-01,A2420150406,Newzealand,127,64,100,0,0
2020-02-01,A2420150406,Austria,28,14,28,0,0
2020-02-01,A2420150406,Poland,251,141,211,0,0
2020-02-01,A2420150406,Norway,177,162,201,0,0
2020-02-01,A2420150406,Netherlands,19,20,39,0,0
2020-02-01,A2420150406,Japan,164,112,143,0,0
2020-02-01,A2420150406,France,1458,638,1048,0,0
2020-02-01,A2420150406,Canada,1273,824,1052,0,0
2020-02-01,A2420150406,Germany,581,293,487,0,0
2020-02-01,A2420150406,United Kingdom,1768,728,1329,0,0
2020-02-01,A2420150406,Spain,120,75,93,0,0
2020-02-01,A2420150406,Italy,274,195,257,0,0
2020-02-01,A2420150406,Portugal,288,294,324,0,0
2020-02-01,A2420150406,USA,1319,1109,1405,0,0
2020-02-01,A2420150406,India,3027,2676,2766,0,0
2020-02-01,A2419150405,China,156,125,166,0,0
2020-02-01,A2419150405,Indonesia,232,111,195,0,0
2020-02-01,A2419150405,South Korea,22,23,44,0,0
2020-02-01,A2419150405,Sweden,19,15,21,0,0
2020-02-01,A2419150405,Pakistan,281,247,230,0,0
2020-02-01,A2419150405,Bangladesh,370,256,343,0,0
2020-02-01,A2419150405,Philiphines,61,43,61,0,0
2020-02-01,A2419150405,Australia,966,1136,1130,0,0
2020-02-01,A2419150405,Newzealand,257,122,175,0,0
2020-02-01,A2419150405,Austria,25,12,37,0,0
2020-02-01,A2419150405,Poland,273,133,212,0,0
2020-02-01,A2419150405,Norway,26,17,34,0,0
2020-02-01,A2419150405,Netherlands,310,172,271,0,0
2020-02-01,A2419150405,Japan,113,86,123,0,0
2020-02-01,A2419150405,France,21,19,40,0,0
2020-02-01,A2419150405,Canada,256,180,208,0,0
2020-02-01,A2419150405,Germany,19,15,34,0,0
2020-02-01,A2419150405,United Kingdom,1350,720,1196,0,0
2020-02-01,A2419150405,Spain,142,86,125,0,0
2020-02-01,A2419150405,Italy,200,154,223,0,0
2020-02-01,A2419150405,Portugal,316,315,297,0,0
2020-02-01,A2419150405,USA,2918,2579,3048,0,0
2020-02-01,A2419150405,India,5702,3313,5347,0,0
2020-02-01,A2419150404,China,25,12,37,0,0
2020-02-01,A2419150404,Indonesia,198,120,175,0,0
2020-02-01,A2419150404,South Korea,3660,2002,3222,0,0
2020-02-01,A2419150404,Sweden,22,12,32,0,0
2020-02-01,A2419150404,Pakistan,370,236,282,0,0
2020-02-01,A2419150404,Bangladesh,237,138,216,0,0
2020-02-01,A2419150404,Philiphines,274,211,282,0,0
2020-02-01,A2419150404,Australia,686,422,529,0,0
2020-02-01,A2419150404,Newzealand,297,193,189,0,0
2020-02-01,A2419150404,Austria,26,11,26,0,0
2020-02-01,A2419150404,Poland,282,163,245,0,0
2020-02-01,A2419150404,Norway,190,201,197,0,0
2020-02-01,A2419150404,Netherlands,158,124,152,0,0
2020-02-01,A2419150404,Japan,178,180,199,0,0
2020-02-01,A2419150404,France,254,213,283,0,0
2020-02-01,A2419150404,Canada,1377,570,1053,0,0
2020-02-01,A2419150404,Germany,530,342,378,0,0
2020-02-01,A2419150404,United Kingdom,594,459,489,0,0
2020-02-01,A2419150404,Spain,25,15,16,0,0
2020-02-01,A2419150404,Italy,551,427,609,0,0
2020-02-01,A2419150404,Portugal,482,389,506,0,0
2020-02-01,A2419150404,USA,2780,2183,2759,0,0
2020-02-01,A2419150404,India,4876,3028,4080,0,0
2020-02-01,A2419150402,China,246,150,196,0,0
2020-02-01,A2419150402,Indonesia,29,15,44,0,0
2020-02-01,A2419150402,South Korea,2517,1859,2555,0,0
2020-02-01,A2419150402,Sweden,32,14,22,0,0
2020-02-01,A2419150402,Pakistan,444,421,414,0,0
2020-02-01,A2419150402,Bangladesh,30,14,43,0,0
2020-02-01,A2419150402,Philiphines,1372,652,924,0,0
2020-02-01,A2419150402,Australia,971,598,545,0,0
2020-02-01,A2419150402,Newzealand,491,339,487,0,0
2020-02-01,A2419150402,Austria,27,16,31,0,0
2020-02-01,A2419150402,Poland,249,146,213,0,0
2020-02-01,A2419150402,Norway,110,85,101,0,0
2020-02-01,A2419150402,Netherlands,169,153,188,0,0
2020-02-01,A2419150402,Japan,173,77,125,0,0
2020-02-01,A2419150402,France,187,219,206,0,0
2020-02-01,A2419150402,Canada,1688,866,1050,0,0
2020-02-01,A2419150402,Germany,894,566,854,0,0
2020-02-01,A2419150402,United Kingdom,615,673,699,0,0
2020-02-01,A2419150402,Spain,22,22,45,0,0
2020-02-01,A2419150402,Italy,484,392,387,0,0
2020-02-01,A2419150402,Portugal,73,74,81,0,0
2020-02-01,A2419150402,USA,3451,2320,2945,0,0
2020-02-01,A2419150402,India,4257,3044,4435,0,0
2020-02-01,A2419150401,China,245,107,173,0,0
2020-02-01,A2419150401,Indonesia,775,583,759,0,0
2020-02-01,A2419150401,South Korea,27,19,46,0,0
2020-02-01,A2419150401,Sweden,25,22,39,0,0
2020-02-01,A2419150401,Pakistan,19,14,33,0,0
2020-02-01,A2419150401,Bangladesh,297,203,272,0,0
2020-02-01,A2419150401,Philiphines,1342,705,1106,0,0
2020-02-01,A2419150401,Australia,275,148,231,0,0
2020-02-01,A2419150401,Newzealand,144,163,170,0,0
2020-02-01,A2419150401,Austria,26,13,28,0,0
2020-02-01,A2419150401,Poland,158,104,113,0,0
2020-02-01,A2419150401,Norway,294,305,303,0,0
2020-02-01,A2419150401,Netherlands,172,181,178,0,0
2020-02-01,A2419150401,Japan,181,123,161,0,0
2020-02-01,A2419150401,France,445,520,510,0,0
2020-02-01,A2419150401,Canada,18,19,37,0,0
2020-02-01,A2419150401,Germany,337,166,233,0,0
2020-02-01,A2419150401,United Kingdom,674,284,502,0,0
2020-02-01,A2419150401,Spain,177,104,159,0,0
2020-02-01,A2419150401,Italy,23,23,46,0,0
2020-02-01,A2419150401,Portugal,412,278,278,0,0
2020-02-01,A2419150401,USA,2330,1515,2008,0,0
2020-02-01,A2419150401,India,2166,2366,2431,0,0
2020-02-01,A2319150306,China,94,68,69,0,0
2020-02-01,A2319150306,Indonesia,332,302,309,0,0
2020-02-01,A2319150306,South Korea,2381,1645,2163,0,0
2020-02-01,A2319150306,Sweden,21,21,37,0,0
2020-02-01,A2319150306,Pakistan,296,239,288,0,0
2020-02-01,A2319150306,Bangladesh,123,99,123,0,0
2020-02-01,A2319150306,Philiphines,582,328,533,0,0
2020-02-01,A2319150306,Australia,535,433,429,0,0
2020-02-01,A2319150306,Newzealand,22,18,41,0,0
2020-02-01,A2319150306,Austria,29,15,31,0,0
2020-02-01,A2319150306,Poland,189,191,220,0,0
2020-02-01,A2319150306,Norway,228,127,178,0,0
2020-02-01,A2319150306,Netherlands,37,23,35,0,0
2020-02-01,A2319150306,Japan,177,75,125,0,0
2020-02-01,A2319150306,France,496,371,502,0,0
