ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT002601,2021-03-01,90020098,A1919150401,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.5
TKT002602,2019-07-01,90007197,A6921160301,South Korea,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.3
TKT002603,2020-02-01,90005162,A6019110107,Pakistan,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.3
TKT002604,2018-11-01,70007198,A5318110101,South Korea,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.0
TKT002605,2019-03-01,90012039,A1618150101,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.2
TKT002606,2018-11-01,90002016,A4821110806,India,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,9.8
TKT002607,2020-04-01,90019200,A4318110301,Sweden,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.3
TKT002608,2020-12-01,90006156,A4519110502,Philiphines,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.6
TKT002609,2020-09-01,70012042,A4821110804,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,8.6
TKT002610,2018-10-01,70020104,A6918160303,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.5
TKT002611,2021-02-01,90017053,A2319150302,Portugal,Product information,neutral,Low,Please provide more information about the product and available variants.,3.6
TKT002612,2019-09-01,90022077,A5318110101,USA,Quality,neutral,High,We need clarification about the product quality and warranty.,8.4
TKT002613,2020-10-01,90002015,A0220150203,India,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.4
TKT002614,2019-02-01,90009127,A2821150802,Newzealand,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.5
TKT002615,2018-10-01,90004062,A6720160103,Japan,Product information,neutral,High,Please provide more information about the product and available variants.,3.1
TKT002616,2018-09-01,80006154,A3220150402,Philiphines,Product information,neutral,Low,Please provide more information about the product and available variants.,9.0
TKT002617,2021-01-01,80007196,A3421150606,South Korea,Product information,neutral,High,Please provide more information about the product and available variants.,12.7
TKT002618,2020-07-01,90014141,A1521150601,Netherlands,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.7
TKT002619,2020-03-01,90019200,A4721110705,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,1.4
TKT002620,2020-03-01,90004061,A4821110801,Japan,Product information,neutral,Low,Please provide more information about the product and available variants.,7.6
TKT002621,2020-11-01,70004070,A4520110506,Japan,Positive,positive,Low,The product is performing well and we are considering another order.,6.5
TKT002622,2021-01-01,90006153,A2319150302,Philiphines,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,4.5
TKT002623,2020-01-01,70009134,A5519110301,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.1
TKT002624,2019-12-01,90015145,A6319160203,Norway,Quality,neutral,Low,We need clarification about the product quality and warranty.,10.8
TKT002625,2020-01-01,70019204,A6018110102,Sweden,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.4
TKT002626,2020-09-01,90016176,A1219150303,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.5
TKT002627,2019-04-01,90022073,A0620150303,USA,Product information,neutral,Low,Please provide more information about the product and available variants.,17.1
TKT002628,2018-10-01,80007196,A0321150303,South Korea,Positive,positive,Low,The product is performing well and we are considering another order.,7.6
TKT002629,2020-12-01,70012042,A1319150401,Germany,Positive,positive,High,The product is performing well and we are considering another order.,8.0
TKT002630,2019-02-01,70012042,A4520110505,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,10.6
TKT002631,2021-04-01,90005160,A3019150205,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,6.0
TKT002632,2021-01-01,90021086,A1018150102,United Kingdom,Quality,neutral,High,We need clarification about the product quality and warranty.,5.7
TKT002633,2021-03-01,70016177,A2020150501,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.2
TKT002634,2019-06-01,90001020,A2721150706,China,Positive,positive,Low,The product is performing well and we are considering another order.,5.6
TKT002635,2021-07-01,90013122,A3718150101,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.4
TKT002636,2019-04-01,90022073,A0921150603,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,7.7
TKT002637,2020-08-01,90001021,A3920150303,China,Product information,neutral,Medium,Please provide more information about the product and available variants.,14.7
TKT002638,2020-05-01,70012043,A3421150605,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,1.0
TKT002639,2019-08-01,90003179,A4520110507,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.0
TKT002640,2019-05-01,90016174,A0721150404,Poland,Product information,neutral,Low,Please provide more information about the product and available variants.,12.8
TKT002641,2021-02-01,90014139,A6019110108,Netherlands,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.8
TKT002642,2019-06-01,90015150,A4821110801,Norway,Product information,neutral,Medium,Please provide more information about the product and available variants.,8.6
TKT002643,2020-10-01,70022084,A3220150404,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,9.8
TKT002644,2020-11-01,90018110,A4118110104,Spain,Positive,positive,Low,The product is performing well and we are considering another order.,5.8
TKT002645,2021-06-01,90012033,A6720160103,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,5.6
TKT002646,2021-07-01,70017060,A0619150301,Portugal,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.8
TKT002647,2019-02-01,70016177,A1219150302,Poland,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.0
TKT002648,2019-01-01,70018115,A0619150301,Spain,Positive,positive,High,The product is performing well and we are considering another order.,1.3
TKT002649,2020-09-01,90009130,A4319110305,Newzealand,Product information,neutral,Low,Please provide more information about the product and available variants.,1.3
TKT002650,2021-06-01,90008168,A1018150103,Australia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.9
TKT002651,2018-11-01,90005159,A6018110105,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,10.1
TKT002652,2020-05-01,90012038,A0219150201,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.3
TKT002653,2020-02-01,90013117,A1919150401,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.6
TKT002654,2020-03-01,70022085,A3521150702,USA,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,8.0
TKT002655,2019-06-01,90017051,A5318110108,Portugal,Product information,neutral,Low,Please provide more information about the product and available variants.,8.0
TKT002656,2021-04-01,90002012,A3621150801,India,Positive,positive,Medium,The product is performing well and we are considering another order.,5.9
TKT002657,2021-04-01,70003182,A1319150401,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,13.4
TKT002658,2021-04-01,90018105,A7019160401,Spain,Product information,neutral,Low,Please provide more information about the product and available variants.,10.3
TKT002659,2020-08-01,70018115,A2620150606,Spain,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,9.2
TKT002660,2019-08-01,80006155,A2419150401,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,2.6
TKT002661,2020-11-01,90013117,A5519110304,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.8
TKT002662,2020-01-01,70004070,A7118160101,Japan,Positive,positive,Medium,The product is performing well and we are considering another order.,5.6
TKT002663,2019-07-01,90020097,A5520110305,Austria,Quality,neutral,High,We need clarification about the product quality and warranty.,15.2
TKT002664,2021-05-01,90016176,A2520150501,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.6
TKT002665,2021-01-01,90004062,A3220150402,Japan,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.2
TKT002666,2019-07-01,80007195,A4218110202,South Korea,Positive,positive,Medium,The product is performing well and we are considering another order.,6.6
TKT002667,2020-08-01,90012033,A2821150806,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,9.0
TKT002668,2021-02-01,90022080,A4218110208,USA,Product information,neutral,Low,Please provide more information about the product and available variants.,6.5
TKT002669,2020-02-01,90016176,A3119150301,Poland,Positive,positive,Low,The product is performing well and we are considering another order.,5.9
TKT002670,2021-07-01,70010047,A4821110802,Bangladesh,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.4
TKT002671,2018-09-01,90019201,A2419150402,Sweden,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.9
TKT002672,2019-05-01,90001021,A6520160403,China,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.5
TKT002673,2020-10-01,90018112,A6918160303,Spain,Positive,positive,Medium,The product is performing well and we are considering another order.,8.7
TKT002674,2021-02-01,90023027,A0519150202,Canada,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,12.6
TKT002675,2020-11-01,90008164,A5419110205,Australia,Positive,positive,Medium,The product is performing well and we are considering another order.,1.5
TKT002676,2020-09-01,90019203,A3621150801,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,11.2
TKT002677,2019-02-01,90016171,A0821150504,Poland,Quality,neutral,Low,We need clarification about the product quality and warranty.,10.0
TKT002678,2019-11-01,90023028,A0821150504,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,2.7
TKT002679,2019-01-01,70019204,A0721150401,Sweden,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.2
TKT002680,2018-12-01,70006158,A4318110301,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,6.7
TKT002681,2019-01-01,90017054,A2118150104,Portugal,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.6
TKT002682,2021-01-01,90003180,A6018110101,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,1.6
TKT002683,2018-11-01,90008166,A4821110802,Australia,Quality,neutral,Medium,We need clarification about the product quality and warranty.,7.1
TKT002684,2021-05-01,70015152,A7118160101,Norway,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.8
TKT002685,2019-06-01,90017056,A7219160201,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,20.5
TKT002686,2020-11-01,80006155,A5519110301,Philiphines,Product information,neutral,Low,Please provide more information about the product and available variants.,9.2
TKT002687,2020-01-01,90013123,A5620110402,Italy,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.3
TKT002688,2020-09-01,70003181,A6419160301,Indonesia,Product information,neutral,High,Please provide more information about the product and available variants.,12.6
TKT002689,2019-02-01,90019200,A6819160203,Sweden,Positive,positive,Medium,The product is performing well and we are considering another order.,8.9
TKT002690,2019-08-01,90020103,A0219150202,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,12.8
TKT002691,2019-12-01,90022083,A4519110502,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,10.3
TKT002692,2019-10-01,90017059,A4118110105,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,4.4
TKT002693,2021-01-01,90008167,A2821150805,Australia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.2
TKT002694,2020-05-01,90009130,A4218110206,Newzealand,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.1
TKT002695,2019-04-01,90023024,A0619150301,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,4.2
TKT002696,2021-08-01,90005159,A5419110203,Pakistan,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.7
TKT002697,2020-09-01,90013124,A6218160101,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,5.7
TKT002698,2021-01-01,80001019,A2821150804,China,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.0
TKT002699,2019-05-01,90017055,A7020160403,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,4.9
TKT002700,2020-08-01,90012035,A6719160101,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,13.2
TKT002701,2019-04-01,70023032,A7220160202,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,5.7
TKT002702,2020-08-01,90009127,A0921150603,Newzealand,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.4
TKT002703,2020-07-01,70008170,A5721110502,Australia,Positive,positive,Medium,The product is performing well and we are considering another order.,3.3
TKT002704,2019-02-01,90022082,A3220150405,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.6
TKT002705,2020-11-01,90013117,A4319110305,Italy,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.7
TKT002706,2020-11-01,70012043,A2520150506,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.8
TKT002707,2021-06-01,90009127,A4021150403,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.7
TKT002708,2021-01-01,90016173,A4419110402,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.6
TKT002709,2019-04-01,90018112,A4218110208,Spain,Product information,neutral,High,Please provide more information about the product and available variants.,4.2
TKT002710,2019-04-01,70008169,A7118160101,Australia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.1
TKT002711,2020-12-01,90011189,A3718150101,France,Positive,positive,Medium,The product is performing well and we are considering another order.,4.2
TKT002712,2020-08-01,90022074,A3019150204,USA,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.6
TKT002713,2020-03-01,90013119,A2118150101,Italy,Product information,neutral,Low,Please provide more information about the product and available variants.,6.0
TKT002714,2019-09-01,90013120,A5318110107,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,5.2
TKT002715,2019-12-01,80001019,A0219150202,China,Positive,positive,High,The product is performing well and we are considering another order.,3.2
TKT002716,2020-12-01,90002007,A4520110505,India,Product information,neutral,Low,Please provide more information about the product and available variants.,3.5
TKT002717,2020-03-01,90016176,A0418150105,Poland,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,9.0
TKT002718,2020-07-01,70012043,A3819150203,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,6.9
TKT002719,2018-12-01,70015152,A0118150101,Norway,Quality,neutral,High,We need clarification about the product quality and warranty.,7.0
TKT002720,2019-04-01,90010046,A6620160501,Bangladesh,Positive,positive,Low,The product is performing well and we are considering another order.,5.9
TKT002721,2018-11-01,90021095,A0118150104,United Kingdom,Positive,positive,Medium,The product is performing well and we are considering another order.,6.9
TKT002722,2020-04-01,90017053,A7020160403,Portugal,Positive,positive,Medium,The product is performing well and we are considering another order.,3.6
TKT002723,2019-02-01,90001021,A7321160301,China,Positive,positive,Medium,The product is performing well and we are considering another order.,5.3
TKT002724,2019-04-01,90023028,A3018150201,Canada,Positive,positive,Medium,The product is performing well and we are considering another order.,1.5
TKT002725,2021-06-01,90016171,A2020150501,Poland,Quality,neutral,High,We need clarification about the product quality and warranty.,2.8
TKT002726,2020-01-01,90017057,A3818150201,Portugal,Positive,positive,High,The product is performing well and we are considering another order.,6.2
TKT002727,2021-05-01,90020101,A4821110807,Austria,Positive,positive,Medium,The product is performing well and we are considering another order.,18.2
TKT002728,2020-01-01,90013122,A6419160303,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,0.4
TKT002729,2018-11-01,90014140,A7118160101,Netherlands,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.3
TKT002730,2018-10-01,90010046,A0519150205,Bangladesh,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.0
TKT002731,2021-08-01,90017050,A5620110402,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,13.4
TKT002732,2021-02-01,70009133,A3718150103,Newzealand,Positive,positive,Low,The product is performing well and we are considering another order.,2.8
TKT002733,2020-06-01,90016174,A7119160102,Poland,Quality,neutral,Medium,We need clarification about the product quality and warranty.,5.7
TKT002734,2018-10-01,90019203,A3120150305,Sweden,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.7
TKT002735,2018-10-01,70012042,A2118150102,Germany,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.3
TKT002736,2019-07-01,70014143,A3220150406,Netherlands,Quality,neutral,Medium,We need clarification about the product quality and warranty.,5.8
TKT002737,2020-02-01,90017057,A3521150702,Portugal,Product information,neutral,Low,Please provide more information about the product and available variants.,9.4
TKT002738,2018-11-01,90010046,A6520160403,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,7.9
TKT002739,2020-04-01,70003181,A3019150205,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,3.4
TKT002740,2019-05-01,90011186,A3320150506,France,Positive,positive,Medium,The product is performing well and we are considering another order.,3.9
TKT002741,2019-10-01,90013118,A4319110304,Italy,Product information,neutral,Low,Please provide more information about the product and available variants.,6.0
TKT002742,2019-05-01,90022073,A7321160303,USA,Positive,positive,Low,The product is performing well and we are considering another order.,11.8
TKT002743,2021-05-01,90019202,A1018150101,Sweden,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.8
TKT002744,2019-07-01,90002010,A4021150405,India,Product information,neutral,Low,Please provide more information about the product and available variants.,8.7
TKT002745,2020-09-01,70010047,A3920150303,Bangladesh,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.4
TKT002746,2018-10-01,70020104,A1819150301,Austria,Positive,positive,High,The product is performing well and we are considering another order.,1.9
TKT002747,2021-03-01,90004067,A3320150504,Japan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,8.3
TKT002748,2020-04-01,70003182,A0418150102,Indonesia,Product information,neutral,Medium,Please provide more information about the product and available variants.,9.0
TKT002749,2020-04-01,70006157,A3718150101,Philiphines,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,4.8
TKT002750,2021-01-01,90005162,A5519110303,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,3.0
TKT002751,2021-04-01,70023032,A4419110405,Canada,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,0.9
TKT002752,2019-02-01,90010045,A2620150604,Bangladesh,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,7.3
TKT002753,2021-06-01,90008164,A5419110201,Australia,Quality,neutral,Low,We need clarification about the product quality and warranty.,0.9
TKT002754,2021-06-01,90004068,A2021150504,Japan,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.1
TKT002755,2020-09-01,90022073,A3621150805,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.7
TKT002756,2021-01-01,90022081,A7118160101,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.2
TKT002757,2021-03-01,70008169,A1219150301,Australia,Positive,positive,Medium,The product is performing well and we are considering another order.,2.6
TKT002758,2019-02-01,90004066,A4118110104,Japan,Positive,positive,Low,The product is performing well and we are considering another order.,1.8
TKT002759,2019-08-01,90022078,A5318110102,USA,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.5
TKT002760,2019-01-01,90012035,A6319160203,Germany,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,14.5
TKT002761,2020-04-01,90004062,A2620150605,Japan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.4
TKT002762,2018-09-01,90018106,A3621150806,Spain,Positive,positive,Medium,The product is performing well and we are considering another order.,4.0
TKT002763,2021-04-01,70014142,A3018150202,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,1.7
TKT002764,2019-09-01,90014140,A6720160103,Netherlands,Quality,neutral,Medium,We need clarification about the product quality and warranty.,22.0
TKT002765,2019-04-01,90017055,A3018150202,Portugal,Product information,neutral,Low,Please provide more information about the product and available variants.,4.0
TKT002766,2019-05-01,90012034,A5318110104,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,4.1
TKT002767,2019-04-01,90017050,A4419110404,Portugal,Quality,neutral,Low,We need clarification about the product quality and warranty.,11.4
TKT002768,2019-07-01,90011188,A6520160403,France,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,13.6
TKT002769,2020-01-01,90020103,A4319110302,Austria,Product information,neutral,Low,Please provide more information about the product and available variants.,2.6
TKT002770,2018-10-01,90004068,A3621150804,Japan,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.9
TKT002771,2020-03-01,90008167,A7020160403,Australia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.7
TKT002772,2020-05-01,90009128,A4118110105,Newzealand,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.3
TKT002773,2018-11-01,90023029,A5721110508,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,16.0
TKT002774,2018-12-01,80007195,A3421150604,South Korea,Quality,neutral,Medium,We need clarification about the product quality and warranty.,0.7
TKT002775,2019-04-01,90011192,A7219160201,France,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.7
TKT002776,2021-08-01,90001021,A2821150806,China,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.6
TKT002777,2021-02-01,90002006,A4821110804,India,Positive,positive,Medium,The product is performing well and we are considering another order.,5.2
TKT002778,2019-12-01,70008170,A4721110704,Australia,Positive,positive,Medium,The product is performing well and we are considering another order.,8.6
TKT002779,2019-09-01,90013121,A0321150302,Italy,Positive,positive,Low,The product is performing well and we are considering another order.,1.9
TKT002780,2020-11-01,70010047,A3220150406,Bangladesh,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,12.6
TKT002781,2019-11-01,70016177,A4620110604,Poland,Positive,positive,Medium,The product is performing well and we are considering another order.,7.6
TKT002782,2020-02-01,90009129,A5419110204,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.4
TKT002783,2020-07-01,80007196,A5318110108,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,7.1
TKT002784,2019-02-01,70009134,A5620110402,Newzealand,Quality,neutral,High,We need clarification about the product quality and warranty.,9.0
TKT002785,2021-08-01,80007195,A5721110504,South Korea,Quality,neutral,Low,We need clarification about the product quality and warranty.,13.3
TKT002786,2019-12-01,70010048,A2620150602,Bangladesh,Quality,neutral,Low,We need clarification about the product quality and warranty.,7.2
TKT002787,2019-04-01,90010045,A4419110408,Bangladesh,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.0
TKT002788,2020-10-01,70006158,A4620110601,Philiphines,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.6
TKT002789,2021-06-01,90008167,A2319150305,Australia,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.2
TKT002790,2019-08-01,90014139,A3818150201,Netherlands,Positive,positive,Medium,The product is performing well and we are considering another order.,8.6
TKT002791,2020-07-01,80006155,A6019110108,Philiphines,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT002792,2019-03-01,90021088,A0821150501,United Kingdom,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,1.9
TKT002793,2020-11-01,90021086,A2218150201,United Kingdom,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.6
TKT002794,2018-12-01,90020098,A6119110203,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.5
TKT002795,2021-07-01,90020103,A2520150506,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.7
TKT002796,2019-12-01,90023024,A3120150304,Canada,Positive,positive,Medium,The product is performing well and we are considering another order.,12.4
TKT002797,2020-07-01,70011193,A6119110202,France,Quality,neutral,Low,We need clarification about the product quality and warranty.,6.7
TKT002798,2021-07-01,70005163,A5621110403,Pakistan,Product information,neutral,Low,Please provide more information about the product and available variants.,9.5
TKT002799,2021-05-01,70017060,A4021150403,Portugal,Positive,positive,Medium,The product is performing well and we are considering another order.,1.2
TKT002800,2020-08-01,90005159,A0321150303,Pakistan,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.4
TKT002801,2020-03-01,90013122,A5419110201,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.5
TKT002802,2019-09-01,70012042,A5721110503,Germany,Positive,positive,High,The product is performing well and we are considering another order.,3.5
TKT002803,2021-03-01,90016175,A4218110207,Poland,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.2
TKT002804,2020-02-01,90009128,A5419110202,Newzealand,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.7
TKT002805,2018-09-01,70016178,A4218110208,Poland,Product information,neutral,Low,Please provide more information about the product and available variants.,3.9
TKT002806,2019-05-01,90001020,A5318110105,China,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.9
TKT002807,2019-09-01,90019202,A6018110101,Sweden,Product information,neutral,Low,Please provide more information about the product and available variants.,2.4
TKT002808,2019-05-01,90010044,A5519110304,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,9.1
TKT002809,2020-02-01,90019201,A4821110801,Sweden,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.1
TKT002810,2019-08-01,90023025,A4520110504,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,4.2
TKT002811,2019-02-01,90001020,A3320150501,China,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.9
TKT002812,2018-11-01,90013122,A0219150201,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.7
TKT002813,2018-09-01,90012040,A4118110101,Germany,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.6
TKT002814,2020-09-01,90019203,A4419110407,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,2.2
TKT002815,2019-06-01,90008166,A1919150403,Australia,Product information,neutral,Low,Please provide more information about the product and available variants.,2.8
TKT002816,2020-01-01,90004067,A2219150204,Japan,Positive,positive,Medium,The product is performing well and we are considering another order.,8.7
TKT002817,2020-05-01,90009129,A5621110408,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.8
TKT002818,2020-10-01,90022073,A5318110105,USA,Quality,neutral,High,We need clarification about the product quality and warranty.,0.6
TKT002819,2021-05-01,90022077,A2520150501,USA,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.0
TKT002820,2021-04-01,90012033,A0921150603,Germany,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.9
TKT002821,2020-04-01,90010044,A5318110101,Bangladesh,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.8
TKT002822,2019-12-01,90020101,A2319150301,Austria,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.4
TKT002823,2021-04-01,90022080,A4118110104,USA,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.2
TKT002824,2020-02-01,70003182,A4419110404,Indonesia,Product information,neutral,Low,Please provide more information about the product and available variants.,10.6
TKT002825,2019-12-01,90005162,A3621150801,Pakistan,Quality,neutral,Medium,We need clarification about the product quality and warranty.,7.9
TKT002826,2020-11-01,70014142,A5318110107,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.7
TKT002827,2019-08-01,90017049,A4821110805,Portugal,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.4
TKT002828,2019-08-01,90015150,A1018150102,Norway,Positive,positive,Medium,The product is performing well and we are considering another order.,12.3
TKT002829,2021-04-01,80007195,A4021150403,South Korea,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT002830,2020-01-01,70015152,A4620110608,Norway,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,15.1
TKT002831,2021-02-01,90005159,A1521150602,Pakistan,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,1.6
