note_id,date,customer_code,product_code,market,sales_rep,note_text,deal_stage,competitor_mentioned
CRM002027,2019-05-01,90001020,A2419150405,China,Rep-16,Customer asked for more information about the premium variant.,Qualified,0
CRM002028,2021-02-01,70008169,A5419110205,Australia,Rep-17,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002029,2019-03-01,90012039,A4620110602,Germany,Rep-10,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002030,2020-08-01,90014136,A5318110108,Netherlands,Rep-27,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002031,2019-07-01,70010048,A0620150303,Bangladesh,Rep-25,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002032,2021-05-01,90016171,A6120110207,Poland,Rep-26,Customer asked for more information about the premium variant.,Qualified,0
CRM002033,2020-02-01,90019201,A5721110504,Sweden,Rep-14,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002034,2019-06-01,70003182,A4218110206,Indonesia,Rep-19,Customer asked for more information about the premium variant.,Qualified,0
CRM002035,2020-06-01,70023032,A0721150401,Canada,Rep-19,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM002036,2020-01-01,90020101,A6119110203,Austria,Rep-13,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002037,2020-06-01,70003182,A3220150405,Indonesia,Rep-15,Customer asked for more information about the premium variant.,Proposal,0
CRM002038,2019-06-01,90020101,A1018150103,Austria,Rep-21,Customer asked for more information about the premium variant.,Renewal,0
CRM002039,2021-03-01,70015152,A5721110505,Norway,Rep-19,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM002040,2020-04-01,90001021,A2319150302,China,Rep-18,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002041,2019-10-01,90012039,A2420150406,Germany,Rep-17,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM002042,2019-09-01,70010047,A4821110808,Bangladesh,Rep-19,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM002043,2021-08-01,90003179,A4118110102,Indonesia,Rep-13,Customer asked for more information about the premium variant.,Prospecting,0
CRM002044,2018-11-01,90002008,A2118150102,India,Rep-24,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM002045,2021-04-01,70003182,A3718150103,Indonesia,Rep-08,Customer asked for more information about the premium variant.,Renewal,0
CRM002046,2021-06-01,80006154,A2520150504,Philiphines,Rep-03,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002047,2018-12-01,90012034,A1118150202,Germany,Rep-05,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002048,2020-10-01,90021091,A6018110101,United Kingdom,Rep-01,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM002049,2019-02-01,90016176,A3920150303,Poland,Rep-13,Customer asked for more information about the premium variant.,Qualified,0
CRM002050,2019-07-01,90005160,A2319150304,Pakistan,Rep-17,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002051,2021-07-01,70010047,A6319160203,Bangladesh,Rep-08,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM002052,2020-02-01,80001019,A4419110406,China,Rep-09,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002053,2020-08-01,90009130,A4319110305,Newzealand,Rep-09,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002054,2020-01-01,90012034,A2520150506,Germany,Rep-15,Customer asked for more information about the premium variant.,Negotiation,0
CRM002055,2018-09-01,90020103,A5721110508,Austria,Rep-06,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM002056,2021-08-01,90001021,A5419110202,China,Rep-02,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM002057,2019-09-01,90021087,A6419160301,United Kingdom,Rep-20,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002058,2021-05-01,90017049,A4319110305,Portugal,Rep-24,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM002059,2019-09-01,90017049,A1919150403,Portugal,Rep-03,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002060,2019-07-01,90011187,A6120110207,France,Rep-23,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002061,2020-10-01,90001021,A2419150402,China,Rep-26,Customer asked for more information about the premium variant.,Negotiation,0
CRM002062,2018-11-01,90016176,A0519150207,Poland,Rep-05,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002063,2018-12-01,90014139,A2319150302,Netherlands,Rep-26,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002064,2021-02-01,90011185,A0519150207,France,Rep-21,Customer asked for more information about the premium variant.,Qualified,0
CRM002065,2019-07-01,70002018,A1618150104,India,Rep-08,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002066,2020-11-01,90001020,A5318110104,China,Rep-29,Customer asked for more information about the premium variant.,Proposal,0
CRM002067,2020-02-01,90012040,A2821150805,Germany,Rep-17,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002068,2019-12-01,70011194,A6119110201,France,Rep-14,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002069,2019-06-01,90023028,A4520110508,Canada,Rep-19,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002070,2021-02-01,90002010,A3220150402,India,Rep-15,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002071,2020-07-01,90021086,A0519150201,United Kingdom,Rep-13,Customer asked for more information about the premium variant.,Proposal,0
CRM002072,2021-05-01,90008164,A4721110704,Australia,Rep-09,Customer asked for more information about the premium variant.,Renewal,0
CRM002073,2019-02-01,90019200,A1919150403,Sweden,Rep-23,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002074,2021-05-01,90022080,A3819150205,USA,Rep-28,Customer asked for more information about the premium variant.,Qualified,0
CRM002075,2021-04-01,90018113,A5318110104,Spain,Rep-29,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM002076,2018-12-01,70011194,A2319150305,France,Rep-16,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM002077,2019-03-01,90003180,A5318110108,Indonesia,Rep-01,Customer asked for more information about the premium variant.,Qualified,0
CRM002078,2019-06-01,90018112,A4319110302,Spain,Rep-08,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002079,2021-06-01,90013121,A4519110502,Italy,Rep-10,Customer asked for more information about the premium variant.,Proposal,0
CRM002080,2021-03-01,90020098,A4620110604,Austria,Rep-21,Customer asked for more information about the premium variant.,Proposal,0
CRM002081,2018-11-01,70009134,A2419150401,Newzealand,Rep-28,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002082,2021-05-01,90015144,A2821150805,Norway,Rep-05,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002083,2021-01-01,70011193,A4319110302,France,Rep-01,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002084,2020-09-01,90020098,A2319150305,Austria,Rep-12,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002085,2020-07-01,90022081,A5520110307,USA,Rep-08,Customer asked for more information about the premium variant.,Prospecting,0
CRM002086,2019-11-01,90013119,A6419160303,Italy,Rep-13,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002087,2021-01-01,90016176,A5318110104,Poland,Rep-16,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002088,2020-07-01,80007196,A3018150201,South Korea,Rep-21,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002089,2020-09-01,90014135,A3220150401,Netherlands,Rep-08,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002090,2021-03-01,90013122,A2918150105,Italy,Rep-03,Customer asked for more information about the premium variant.,Negotiation,0
CRM002091,2019-02-01,90023026,A0519150205,Canada,Rep-14,Customer asked for more information about the premium variant.,Proposal,0
CRM002092,2021-05-01,90005162,A5318110103,Pakistan,Rep-25,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002093,2019-11-01,90012040,A4620110607,Germany,Rep-08,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002094,2019-05-01,90006153,A3420150602,Philiphines,Rep-25,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002095,2020-01-01,90001021,A5721110508,China,Rep-08,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002096,2020-01-01,90013119,A2319150305,Italy,Rep-09,Customer asked for more information about the premium variant.,Negotiation,0
CRM002097,2018-12-01,90008166,A2821150802,Australia,Rep-14,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002098,2021-06-01,90005160,A2918150101,Pakistan,Rep-03,Customer asked for more information about the premium variant.,Proposal,0
CRM002099,2019-01-01,90005162,A5721110502,Pakistan,Rep-22,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002100,2019-02-01,80006155,A5318110102,Philiphines,Rep-27,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002101,2018-10-01,90018114,A5519110301,Spain,Rep-02,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM002102,2021-06-01,90013122,A7119160102,Italy,Rep-03,Customer asked for more information about the premium variant.,Renewal,0
CRM002103,2021-01-01,90005160,A3621150801,Pakistan,Rep-17,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002104,2020-02-01,90010045,A4821110807,Bangladesh,Rep-05,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM002105,2020-03-01,90016175,A3220150402,Poland,Rep-01,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM002106,2019-07-01,90013120,A4020150401,Italy,Rep-17,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002107,2020-01-01,80007195,A5419110201,South Korea,Rep-05,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM002108,2019-09-01,90004064,A0418150102,Japan,Rep-25,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002109,2021-02-01,90019202,A6121110208,Sweden,Rep-03,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002110,2020-04-01,70003182,A5419110207,Indonesia,Rep-05,Customer requested a better commercial offer before renewing the purchase.,Prospecting,0
CRM002111,2018-11-01,90010046,A2520150502,Bangladesh,Rep-19,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM002112,2020-04-01,90004064,A5419110203,Japan,Rep-20,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM002113,2021-02-01,70009134,A3920150305,Newzealand,Rep-23,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002114,2019-04-01,90018112,A1618150104,Spain,Rep-10,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002115,2020-03-01,70014143,A5318110104,Netherlands,Rep-14,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002116,2020-11-01,70006158,A4721110708,Philiphines,Rep-18,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002117,2019-01-01,90011191,A0519150201,France,Rep-10,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM002118,2019-02-01,90004065,A2118150104,Japan,Rep-08,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002119,2020-04-01,90011185,A2118150105,France,Rep-22,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002120,2019-06-01,70007199,A3320150505,South Korea,Rep-09,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002121,2020-03-01,80006154,A4520110506,Philiphines,Rep-13,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002122,2020-10-01,90013119,A1420150501,Italy,Rep-07,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002123,2019-12-01,90001020,A4520110508,China,Rep-25,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002124,2021-07-01,70006158,A0118150103,Philiphines,Rep-24,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM002125,2021-05-01,90015144,A1618150103,Norway,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002126,2020-05-01,90003180,A4821110808,Indonesia,Rep-21,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM002127,2020-07-01,90015148,A1718150204,Norway,Rep-19,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002128,2019-02-01,90016175,A0519150208,Poland,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002129,2019-04-01,90017054,A4721110706,Portugal,Rep-09,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM002130,2019-02-01,90013122,A2319150301,Italy,Rep-22,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002131,2018-09-01,90009129,A3818150201,Newzealand,Rep-11,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM002132,2021-07-01,90017057,A4419110402,Portugal,Rep-26,Customer asked for more information about the premium variant.,Negotiation,0
CRM002133,2020-03-01,90013124,A3621150802,Italy,Rep-17,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002134,2019-03-01,80001019,A2721150702,China,Rep-26,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002135,2019-07-01,90008166,A3320150504,Australia,Rep-13,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002136,2020-08-01,70010047,A6120110207,Bangladesh,Rep-14,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM002137,2020-05-01,70015151,A5721110501,Norway,Rep-25,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM002138,2020-05-01,90008164,A0519150205,Australia,Rep-16,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002139,2020-04-01,90001020,A4721110708,China,Rep-02,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002140,2019-06-01,70004069,A2721150702,Japan,Rep-25,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002141,2021-03-01,90022074,A5621110404,USA,Rep-10,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002142,2020-05-01,70008169,A1919150403,Australia,Rep-08,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002143,2021-04-01,90012041,A2419150401,Germany,Rep-20,Customer asked for more information about the premium variant.,Proposal,0
CRM002144,2019-12-01,90009130,A2821150802,Newzealand,Rep-09,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002145,2020-04-01,90016171,A0821150504,Poland,Rep-27,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM002146,2020-07-01,90020097,A0320150301,Austria,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002147,2020-12-01,70009133,A3621150804,Newzealand,Rep-19,Customer asked for more information about the premium variant.,Proposal,0
CRM002148,2019-10-01,90012039,A1819150304,Germany,Rep-25,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002149,2021-05-01,90004065,A3320150504,Japan,Rep-06,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002150,2019-06-01,70004070,A0519150207,Japan,Rep-05,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002151,2019-10-01,90013117,A4821110808,Italy,Rep-24,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002152,2020-02-01,90009130,A4821110801,Newzealand,Rep-29,Customer asked for more information about the premium variant.,Qualified,0
CRM002153,2020-12-01,90017053,A7220160203,Portugal,Rep-06,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002154,2019-12-01,70017060,A3119150301,Portugal,Rep-25,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM002155,2020-04-01,90001020,A0921150604,China,Rep-12,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM002156,2020-01-01,90002002,A6720160103,India,Rep-21,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002157,2020-10-01,70014143,A5318110104,Netherlands,Rep-12,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002158,2019-02-01,90020103,A2021150504,Austria,Rep-20,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002159,2020-06-01,70007199,A6319160201,South Korea,Rep-07,Customer asked for more information about the premium variant.,Renewal,0
CRM002160,2019-06-01,90023027,A5318110102,Canada,Rep-30,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM002161,2020-08-01,90004065,A3521150705,Japan,Rep-11,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002162,2020-11-01,90017055,A0418150102,Portugal,Rep-04,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM002163,2021-01-01,90023026,A6921160301,Canada,Rep-24,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002164,2018-10-01,70004070,A2419150402,Japan,Rep-28,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002165,2018-09-01,90015150,A1718150201,Norway,Rep-05,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002166,2020-10-01,90013118,A5520110305,Italy,Rep-02,Customer asked for more information about the premium variant.,Renewal,0
CRM002167,2021-06-01,90001021,A2918150105,China,Rep-04,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002168,2019-12-01,90019202,A2118150104,Sweden,Rep-01,Customer asked for more information about the premium variant.,Qualified,0
CRM002169,2019-04-01,90002006,A0118150101,India,Rep-08,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002170,2020-11-01,90008167,A0721150404,Australia,Rep-07,Customer asked for more information about the premium variant.,Prospecting,0
CRM002171,2019-09-01,70010048,A4520110504,Bangladesh,Rep-26,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM002172,2019-08-01,90009129,A4218110202,Newzealand,Rep-05,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM002173,2020-10-01,90004061,A5318110107,Japan,Rep-07,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM002174,2018-12-01,90005159,A6121110208,Pakistan,Rep-22,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002175,2018-10-01,70015151,A3320150505,Norway,Rep-20,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002176,2018-12-01,70016177,A4021150405,Poland,Rep-03,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002177,2020-01-01,90013120,A2021150504,Italy,Rep-05,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002178,2018-12-01,70009134,A2620150605,Newzealand,Rep-18,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM002179,2019-07-01,90004065,A4118110106,Japan,Rep-06,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002180,2020-07-01,90004063,A3220150404,Japan,Rep-17,Customer requested a better commercial offer before renewing the purchase.,Prospecting,0
CRM002181,2020-07-01,70014143,A2821150806,Netherlands,Rep-23,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002182,2021-02-01,90018114,A4519110502,Spain,Rep-07,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002183,2020-07-01,90015149,A4218110204,Norway,Rep-03,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002184,2019-07-01,90022071,A6419160301,USA,Rep-15,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002185,2020-01-01,90021089,A1618150103,United Kingdom,Rep-03,Customer asked for more information about the premium variant.,Qualified,0
CRM002186,2019-08-01,90004062,A4721110705,Japan,Rep-15,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002187,2021-02-01,90010046,A7019160401,Bangladesh,Rep-29,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM002188,2020-08-01,90014136,A6520160402,Netherlands,Rep-05,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002189,2021-05-01,90002008,A6319160201,India,Rep-24,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002190,2021-05-01,70015151,A2118150101,Norway,Rep-19,Customer asked for more information about the premium variant.,Negotiation,0
CRM002191,2019-05-01,90015145,A3621150804,Norway,Rep-22,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM002192,2021-05-01,90009130,A6620160501,Newzealand,Rep-26,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM002193,2019-03-01,90017054,A6520160402,Portugal,Rep-06,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002194,2020-07-01,90014136,A1118150201,Netherlands,Rep-24,Customer asked for more information about the premium variant.,Proposal,0
CRM002195,2019-06-01,70007199,A0418150108,South Korea,Rep-13,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002196,2020-10-01,90013122,A3521150705,Italy,Rep-11,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002197,2020-10-01,70015151,A4620110607,Norway,Rep-04,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM002198,2019-01-01,90017050,A3220150404,Portugal,Rep-04,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002199,2021-05-01,90021094,A2020150501,United Kingdom,Rep-20,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM002200,2021-04-01,70012043,A1219150301,Germany,Rep-18,Customer asked for more information about the premium variant.,Negotiation,0
CRM002201,2020-06-01,90020097,A2520150506,Austria,Rep-20,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002202,2020-01-01,90020099,A4520110508,Austria,Rep-21,Customer asked for more information about the premium variant.,Renewal,0
CRM002203,2019-06-01,90004062,A0418150103,Japan,Rep-04,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002204,2019-02-01,70009134,A0219150202,Newzealand,Rep-20,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM002205,2019-08-01,70019204,A3621150801,Sweden,Rep-08,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002206,2021-03-01,90023024,A2118150102,Canada,Rep-01,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002207,2019-05-01,70010047,A6119110203,Bangladesh,Rep-07,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM002208,2018-11-01,70006157,A1618150104,Philiphines,Rep-08,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002209,2020-11-01,90005160,A0721150404,Pakistan,Rep-12,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002210,2021-05-01,70003181,A1819150301,Indonesia,Rep-04,Customer asked for more information about the premium variant.,Qualified,0
CRM002211,2021-03-01,90004064,A1919150403,Japan,Rep-03,Customer asked for more information about the premium variant.,Renewal,0
CRM002212,2019-01-01,90016171,A6818160201,Poland,Rep-07,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002213,2020-10-01,70011193,A4021150403,France,Rep-07,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002214,2019-09-01,70014142,A4720110702,Netherlands,Rep-17,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM002215,2018-11-01,90020099,A0721150404,Austria,Rep-25,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002216,2020-11-01,90016175,A3220150404,Poland,Rep-21,Customer is considering a competitor because our price is higher.,Renewal,1
CRM002217,2021-03-01,90022071,A2319150304,USA,Rep-13,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002218,2019-02-01,90013123,A4821110802,Italy,Rep-14,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM002219,2021-06-01,90009128,A2620150606,Newzealand,Rep-14,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002220,2020-03-01,70022085,A5519110302,USA,Rep-05,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002221,2019-11-01,90015144,A1718150203,Norway,Rep-01,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002222,2020-05-01,90003180,A4021150403,Indonesia,Rep-03,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM002223,2019-07-01,90019203,A4419110406,Sweden,Rep-11,Customer asked for more information about the premium variant.,Qualified,0
CRM002224,2019-10-01,90016173,A4118110102,Poland,Rep-28,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002225,2019-01-01,90019201,A1521150603,Sweden,Rep-28,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002226,2019-04-01,70015152,A4419110406,Norway,Rep-22,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM002227,2019-08-01,90009132,A2419150402,Newzealand,Rep-26,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM002228,2021-01-01,70022085,A4520110505,USA,Rep-08,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002229,2021-03-01,80007195,A2821150806,South Korea,Rep-01,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM002230,2020-11-01,90017057,A3718150103,Portugal,Rep-17,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM002231,2021-02-01,90011192,A6119110201,France,Rep-05,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM002232,2019-09-01,90001020,A6119110202,China,Rep-30,Customer asked for more information about the premium variant.,Qualified,0
CRM002233,2020-07-01,90021088,A3819150203,United Kingdom,Rep-11,Customer asked for more information about the premium variant.,Negotiation,0
CRM002234,2020-07-01,90007197,A2319150304,South Korea,Rep-11,Customer is considering a competitor because our price is higher.,Qualified,1
CRM002235,2019-10-01,90022075,A2620150602,USA,Rep-09,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002236,2020-05-01,90012039,A0621150307,Germany,Rep-19,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM002237,2020-08-01,70010047,A5721110502,Bangladesh,Rep-03,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM002238,2019-04-01,90014135,A4721110707,Netherlands,Rep-09,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM002239,2019-01-01,90017049,A3421150604,Portugal,Rep-13,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002240,2020-02-01,70005163,A4620110605,Pakistan,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM002241,2021-02-01,90001021,A5721110502,China,Rep-01,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM002242,2019-11-01,90023028,A2620150606,Canada,Rep-29,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002243,2020-02-01,70020104,A6621160503,Austria,Rep-05,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM002244,2019-06-01,90017053,A2821150804,Portugal,Rep-30,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002245,2019-03-01,70022085,A2118150102,USA,Rep-27,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM002246,2020-06-01,90017053,A0519150202,Portugal,Rep-29,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM002247,2021-03-01,90005161,A3718150103,Pakistan,Rep-10,Customer requested a better commercial offer before renewing the purchase.,Prospecting,0
CRM002248,2021-08-01,90014140,A7018160402,Netherlands,Rep-21,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002249,2020-10-01,90012034,A2118150102,Germany,Rep-24,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM002250,2021-06-01,70009134,A4519110502,Newzealand,Rep-29,Customer asked for more information about the premium variant.,Proposal,0
CRM002251,2020-05-01,70006158,A7321160302,Philiphines,Rep-09,Customer asked for more information about the premium variant.,Prospecting,0
CRM002252,2019-02-01,90008168,A0621150308,Australia,Rep-25,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM002253,2020-08-01,90020103,A3420150602,Austria,Rep-11,Customer is considering a competitor because our price is higher.,Proposal,1
CRM002254,2019-01-01,90013124,A0519150208,Italy,Rep-16,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM002255,2021-06-01,90015144,A5520110305,Norway,Rep-18,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM002256,2021-08-01,70015152,A0620150303,Norway,Rep-19,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
